,Answers,BERT,DistilBERT,Gold_1,Gold_2,BERT_METEOR,DistilBERT_METEOR,BERT_GLEU,DistilBERT_GLEU
531,"['lacey holsworth and her family', 'lacey holsworth and her family']",lacey holsworth and her family,lacey holsworth,lacey holsworth and her family,lacey holsworth and her family,0.9263770987333779,0.3803574772657186,1.0,0.21428571428571427
532,"['mr. drew scott', 'mrdrewscott']",@ mrdrewscott,mrdrewscott,mr. drew scott,mrdrewscott,0.0,0.0,1.0,1.0
533,"['watch and vote', 'watch and vote']",vote,taking the @ dancingabc stage,watch and vote,watch and vote,0.27480916030534347,0.0,0.16666666666666666,0.0
537,"['down the road', 'down the road']",on down the road,down the road,down the road,down the road,0.8346407487695844,0.8875013295249914,0.6,1.0
539,"['dr. maya angelou', 'dr maya angelou']",dr maya angelou . i will always love you . may your soul rest in everlasting peace . rest my sister . the caged bird is free ! — donna brazile,dr maya angelou . i will always love you . may your soul rest in everlasting peace . rest my sister . the caged bird is free ! — donna brazile,dr. maya angelou,dr maya angelou,0.20252207022681892,0.20252207022681892,0.061224489795918366,0.061224489795918366
541,"['to introduce you to some people', 'to introduce you to some people']","let us introduce you to harry , ginny and albus potter",harrypotterplay : pottermore,to introduce you to some people,to introduce you to some people,0.3830940990755358,0.0,0.17647058823529413,0.0
542,"['harry, ginny, and albus potter', 'harry, ginny, albus porter']","harry , ginny and albus potter","harry , ginny and albus potter","harry, ginny, and albus potter","harry, ginny, albus porter",0.5130065488583765,0.5130065488583765,1.0,1.0
543,"['to be a las vegas girl', 'be a las vegas girl']",to be a las vegas girl,las vegas girl,to be a las vegas girl,be a las vegas girl,0.9367162081329405,0.49033222625690137,1.0,0.42857142857142855
545,"['every week, so i can see the snakes.', 'every week, so i can see the snakes.']",keep my grass cut low so the snakes will show,i keep my grass cut low,"every week, so i can see the snakes.","every week, so i can see the snakes.",0.1718377088305489,0.09448818897637795,0.11764705882352941,0.038461538461538464
546,"[""i'm keeping that song a secret."", ""i'm keeping that song a secret.""]",i cry every time i hear this song — kim kardashian west ( @ kimkardashian,kim kardashian west,i'm keeping that song a secret.,i'm keeping that song a secret.,0.0933852140077821,0.0,0.021739130434782608,0.0
548,"['write raps for young nicki', 'writing raps']",writing raps for # youngnicki to spit on tv,spit,write raps for young nicki,writing raps,0.5850637584330324,0.0,0.11538461538461539,0.0
552,"[""it's with a black cast"", 'black']",a black cast,a black cast,it's with a black cast,black,0.5762995646266178,0.5762995646266178,0.42857142857142855,0.42857142857142855
554,"['south carolina, south dakota, utah', 'south carolina, south dakota and utah']","south carolina , south dakota and utah","south carolina , south dakota and utah","south carolina, south dakota, utah","south carolina, south dakota and utah",0.40148698884758366,0.40148698884758366,0.6111111111111112,0.6111111111111112
556,"['duchess of cambridge', 'the duchess of cambridge']",duchess of cambridge,duchess of cambridge,duchess of cambridge,the duchess of cambridge,0.8875013295249914,0.8875013295249914,1.0,1.0
557,"['they love it.', 'they love it']",i love it,"i love it , a dress fit",they love it.,they love it,0.24,0.1914893617021277,0.5,0.16666666666666666
563,"['people were hurt', 'people were hurt']",hurt,hurt,people were hurt,people were hurt,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
568,"['given new life', 'new life,']",given me new life,given me new life,given new life,"new life,",0.752363097380537,0.752363097380537,0.4,0.4
569,"['slaughter the competition', 'slaughter the competition']",slaughter the competition,slaughter the competition,slaughter the competition,slaughter the competition,0.8875013295249914,0.8875013295249914,1.0,1.0
573,"['in the pro-am', 'golf course']",@ ftshootout,ftshootout,in the pro-am,golf course,0.0,0.0,0.0,0.0
575,"['about being careful what you wish for.', 'mcnugga']",what you wish for,"what you wish for . this makes me uncomfortable . specifically the "" mcnugga",about being careful what you wish for.,mcnugga,0.4140752703849104,0.3196283299609813,0.45454545454545453,0.2631578947368421
578,"['she got beat up', 'got beat up']",beat up,beat up,she got beat up,got beat up,0.4654650895820811,0.4654650895820811,0.5,0.5
584,"['miss golden globes 2016', 'miss golden globes 2016.']",miss golden globes 2016,miss golden globes 2016,miss golden globes 2016,miss golden globes 2016.,0.9113970384220804,0.9113970384220804,1.0,1.0
586,"['the short skirt', 'short skirt']","the "" short skirt",short skirt,the short skirt,short skirt,0.752363097380537,0.5996383004580546,1.0,1.0
590,"[""rupaul's drag race"", 'rupaul']",good morning rupaul ' s drag race,good morning rupaul ' s drag race,rupaul's drag race,rupaul,0.44813394262955686,0.44813394262955686,0.16666666666666666,0.16666666666666666
592,"['a dear friend', 'a dear friend']",anne hathaway,a dear friend,a dear friend,a dear friend,0.0,0.8875013295249914,0.0,1.0
595,"['a lightweight reporter.', 'a lightweight reporter.']",lightweight reporter,bimbo,a lightweight reporter.,a lightweight reporter.,0.2562277580071174,0.0,0.5,0.0
596,"['because he has risen', 'because he is risen.']",he is risen,he is risen,because he has risen,because he is risen.,0.3779527559055118,0.3779527559055118,0.3,0.3
597,"['a candy egg delivering plushy bunny.', 'a candy egg delivering plushy bunny.']",a candy egg delivering plushy bunny,a candy egg delivering plushy bunny,a candy egg delivering plushy bunny.,a candy egg delivering plushy bunny.,0.7719809156111483,0.7719809156111483,1.0,1.0
599,"['to theri future', 'their future vpotus']",their future,their future vpotus,to theri future,their future vpotus,0.2562277580071174,0.24,0.5,1.0
601,"['that violence is unnecessary on either side', 'violence']",violence,violence,that violence is unnecessary on either side,violence,0.1228668941979522,0.1228668941979522,1.0,1.0
602,"['the women at the march syncing periods', 'women syncing periods']",the women at the march syncing periods,the women at the march syncing periods,the women at the march syncing periods,women syncing periods,0.9443164829493016,0.9443164829493016,1.0,1.0
603,"['to beat him', 'beat him to it']",beat him to it,beat him to it,to beat him,beat him to it,0.752363097380537,0.752363097380537,1.0,1.0
604,"['when they apply for a job', 'when i apply for a job']","june 12 , 2015","june 12 , 2015",when they apply for a job,when i apply for a job,0.0,0.0,0.0,0.0
606,"['beauty and the beast', 'beauty and the beast']",time of beastiliaty,time of beastiliaty,beauty and the beast,beauty and the beast,0.0,0.0,0.0,0.0
610,"['women in film', 'women in film']",@ womeninfilm award,womeninfilm,women in film,women in film,0.0,0.0,0.0,0.0
616,"['means of production', 'the means of production']",means of production,the means of production,means of production,the means of production,0.8875013295249914,0.8346407487695844,1.0,1.0
617,"['hugh jackman and mcdreamy', 'hugh jackman']",hugh jackman and mcdreamy,hugh jackman,hugh jackman and mcdreamy,hugh jackman,0.9113970384220804,0.4654650895820811,1.0,1.0
618,"['his gap tooth', 'gap toothed']",gap toothed,"salt - and - pepper haired , gap toothed baby",his gap tooth,gap toothed,0.5996383004580546,0.3891417146159662,1.0,0.13636363636363635
636,"['everybody must vote', 'everyone must vote']",everybody must vote,everybody must vote,everybody must vote,everyone must vote,0.8875013295249914,0.8875013295249914,1.0,1.0
642,"['people running into each other.', 'running']",the way they run,the way they run to each other poe damneron,people running into each other.,running,0.2993762993762994,0.37499999999999994,0.0,0.1
643,"['the people are silly.', 'they like each other']",the way they run to each other,the way they run to each other poe damneron,the people are silly.,they like each other,0.15754923413566738,0.14545454545454548,0.18181818181818182,0.13333333333333333
645,"['lebron is coming unhinged.', 'lebron is unraveling']",sad,sad,lebron is coming unhinged.,lebron is unraveling,0.0,0.0,0.0,0.0
646,"['talk to another person.', 'call']","call me and say "" son i miss my husband and children ""","call me and say "" son i miss my husband and children",talk to another person.,call,0.0,0.0,0.02631578947368421,0.02631578947368421
647,"['she is deceased.', 'heavan']",heaven,tyrann mathieu,she is deceased.,heavan,0.0,0.0,0.0,0.0
649,"['his gordie howe hat trick', 'gordie howe hat trick']",gordie howe hat trick,gordie howe hat trick,his gordie howe hat trick,gordie howe hat trick,0.7579185350703372,0.7579185350703372,1.0,1.0
651,"['she was nominated for an oscar', 'sitter oversleeps, car towed']",daughter gets headache,the amazing news oscar nom,she was nominated for an oscar,"sitter oversleeps, car towed",0.0,0.12392426850258174,0.0,0.05555555555555555
652,"['to personalize shopping and eliminate waste', 'personalize shopping']",to personalize shopping,to personalize shopping,to personalize shopping and eliminate waste,personalize shopping,0.49033222625690137,0.49033222625690137,0.5,0.5
663,"['as the nicest on earth', 'nicest family on earth']",the nicest family on earth,the nicest family on earth,as the nicest on earth,nicest family on earth,0.6739934497148535,0.6739934497148535,0.7142857142857143,0.7142857142857143
664,"['we dont know', 'gathering of women']",# womensmarch,womens march madonna at # womensmarch,we dont know,gathering of women,0.0,0.0,0.0,0.0
667,"['being his number on cheerleader', 'being number one cheerleader']",being my number one cheerleader,my number one cheerleader,being his number on cheerleader,being number one cheerleader,0.432,0.2993762993762994,0.5,0.6
669,"['malkin and crosby', 'malkin and crosby']",malkin and crosby,malkin and crosby,malkin and crosby,malkin and crosby,0.8875013295249914,0.8875013295249914,1.0,1.0
672,"['eastern michigan university', 'eastern michigan university']",eastern michigan university,eastern michigan university,eastern michigan university,eastern michigan university,0.8875013295249914,0.8875013295249914,1.0,1.0
675,"['pat quinn way & griffiths way', 'pat quinn']",pat quinn way & griffiths way,pat quinn way & griffiths way,pat quinn way & griffiths way,pat quinn,0.9367162081329405,0.9367162081329405,1.0,1.0
676,"['emergency room nurse demographic', 'nurses']",emergency room nurse demographic,emergency room nurse demographic,emergency room nurse demographic,nurses,0.9113970384220804,0.9113970384220804,1.0,1.0
677,"['steph curry and under armour', 'steph curry and under armour']",steph curry and under armour,steph curry and under armour,steph curry and under armour,steph curry and under armour,0.9263770987333779,0.9263770987333779,1.0,1.0
679,"['song to release on christmas', 'song release for christmas']",a song to release on christmas,a song to release on christmas,song to release on christmas,song release for christmas,0.8924634862556627,0.8924634862556627,0.7777777777777778,0.7777777777777778
684,"['prime minister trudeau', 'candadian pm trudeau']",pm trudeau,canadian pm trudeau,prime minister trudeau,candadian pm trudeau,0.2562277580071174,0.24,0.5,0.5
687,"['meet people and have dates', 'to meet people and have dates.']",to meet people and have dates,to meet people and have dates,meet people and have dates,to meet people and have dates.,0.8924634862556627,0.8924634862556627,0.7777777777777778,0.7777777777777778
688,"['a massive expansion of retaining', 'a massive expansion of retraining and counseling']",a massive expansion of retraining and counseling provided nationally to our police force,a massive expansion of retraining and counseling provided nationally to our police force,a massive expansion of retaining,a massive expansion of retraining and counseling,0.5591392873755094,0.5591392873755094,0.4782608695652174,0.4782608695652174
689,"['the police force', 'the police']",our police force,police force,the police force,the police,0.5616612080957111,0.5996383004580546,0.5,0.5
690,"['a sweet viennese waltz', 'viennese waltz']",a sweet viennese waltz,a sweet viennese waltz,a sweet viennese waltz,viennese waltz,0.9113970384220804,0.9113970384220804,1.0,1.0
691,"['the golden ticket', 'golden ticket']",the golden ticket,golden ticket,the golden ticket,golden ticket,0.8875013295249914,0.5996383004580546,1.0,1.0
695,"['jackson state univeristy.', 'birmingham area']",birmingham,birmingham,jackson state univeristy.,birmingham area,0.0,0.0,0.3333333333333333,0.3333333333333333
697,"['9460 wilshire blvd', 'they were making death threats']",9460 wilshire blvd,9460 wilshire blvd,9460 wilshire blvd,they were making death threats,0.8875013295249914,0.8875013295249914,1.0,1.0
700,"['for their kind words', 'kind words']",your kind words,your kind words,for their kind words,kind words,0.4422529197604025,0.4422529197604025,0.5,0.5
701,"['for their neighbor quiara', 'quiara']",quiara,my neighbor / genius quiara,for their neighbor quiara,quiara,0.20991253644314864,0.3436754176610978,1.0,0.2
702,"['sia weaponizes vowels', '""sia weaponizes vowels""']","sia weaponizes vowels . """,""" sia weaponizes vowels . """,sia weaponizes vowels,"""sia weaponizes vowels""",0.7877230735428918,0.745799436575623,1.0,1.0
